method,time_ms,memory_peak_kb
mysqli_prepared_static,96.1411,1863.2734375
mysqli_prepared_static,97.0901,1863.2734375
pdo_query_static,102.1121,1912.59375
pdo_query_static,96.5771,1911.859375
pdo_query_static,100.6975,1911.859375
pdo_query_static,97.4832,1911.859375
pdo_query_static,98.0398,1911.859375
pdo_query_static,98.6551,1911.859375
pdo_query_static,97.0733,1911.859375
pdo_query_static,97.9981,1911.859375
pdo_query_static,97.9414,1911.859375
pdo_query_static,97.2909,1911.234375
pdo_query_static,96.6501,1911.234375
pdo_query_static,96.6963,1911.234375
pdo_query_static,100.1734,1911.234375
pdo_query_static,98.1024,1911.234375
pdo_query_static,96.3082,1911.234375
pdo_query_static,96.9506,1911.234375
pdo_query_static,101.0879,1911.234375
pdo_query_static,97.9228,1909.984375
pdo_query_static,98.1272,1909.984375
pdo_query_static,98.8807,1909.984375
pdo_query_static,97.9256,1909.984375
pdo_query_static,96.5072,1909.984375
pdo_query_static,97.9383,1909.984375
pdo_query_static,97.2183,1909.984375
pdo_query_static,97.7007,1909.984375
pdo_query_static,96.9603,1909.984375
pdo_query_static,98.1297,1909.984375
pdo_query_static,97.1729,1909.984375
